0	﻿مقام	﻿مقام	﻿مقام	﻿مقام	O	_
23	فروش	فروش|فروش|فرو	فروش	فروش|فروش|فرو + ش	V|N1|A0+O	فعل امر مثبت|اسم|صفت + ضمیر ملکی سوم شخص مفرد	
24	نفت	نفت	نفت	نفت	N1	اسم	
25	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
26	دیگر	دیگر|دیگر|دی	دیگر	دیگر|دیگر|دی + گر	Ad|A2|N1+O	قید|صفت مبهم|اسم + گر	
27	کالاهای	کالا	کالا	کالا + ها + ی	N1+Pl+O	اسم + علامت جمع + ی	
28	صادراتی	صادراتی|صادرات|صادر	صادرات	صادراتی|صادرات + ی|صادر + ات + ی	A0|N1+O|N1+Pl+O	صفت|اسم + ی|اسم + علامت جمع + ی	
29	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
30	اروپا	اروپا	اروپا	اروپا	N2	اسم خاص مکان	
31	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
32	البته	البته	البته	البته	Ad	قید	
33	سایر	سایر	سایر	سایر	N1	اسم	
34	کشورها	کشور|کش	کشور	کشور + ها|کش + ور + ها	N1+Pl|V1+O+Pl	اسم + علامت جمع|بن مضارع + ور + علامت جمع	
35	به‌شمار	شمار	به‌شمار	به + شمار	O+N1	به + اسم	
36	می‌رود	رو	رفت	می + رو + د	V+O	فعل حال اخباری+سوم شخص مفرد	
37	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
38	قرار	قرار|قرار	قرار	قرار|قرار	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
39	است	است|اس		است|اس + ت	V+O|N1+O	فعل مضارع ساده+سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
40	مبنای	مبنا	مبنا	مبنا + ی	N1+O	اسم + ی	
41	رد	رد	رد	رد	A0	صفت	
42	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
43	بدل	بدل|دل	بدل	بدل|ب + دل	A0|O+N1	صفت|ب + اسم	
44	مالی	مالی|مال|مال	مالی	مالی|مال + ی|مال + ی	A0|V+O|N1+O	صفت|فعل مضارع ساده+دوم شخص مفرد|اسم + ی	
45	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
46	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
47	کانال	کانال	کانال	کانال	N1	اسم	
48	ویژه	ویژه	ویژه	ویژه	A0	صفت	
49	براساس	براساس	براساس	براساس	Pr1	حرف اضافه گروهی	
50	یورو	یورو	یورو	یورو	N1	اسم	
51	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
52	نه	نه|نه|نه	نه	نه|نه|نه	O|V|N1	عدد حرفی|فعل امر مثبت|اسم	
53	دلار	دلار	دلار	دلار	N1	اسم	
54	صورت	صورت|صورت|صور	صورت	صورت|صورت|صور + ت	N1|N9|N1+O	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم + ضمیر ملکی دوم شخص مفرد	
55	گیرد	گیر	گرفت	گیر + د	V+O	فعل مضارع ساده+سوم شخص مفرد	
56	.	.	.	.	Si	علامت	

0	به‌گزارش	به‌گزارش|گزارش	به‌گزارش	به‌گزارش|به + گزارش	Pr1|O+N1	حرف اضافه گروهی|به + اسم	
1	همشهری	همشهری|همشهر|شهری|شهر	همشهری	همشهری|همشهر + ی|هم + شهری|هم + شهر + ی	N1|A0+O|O+A0|O+N1+O	اسم|صفت + ی|هم + صفت|هم + اسم + ی	
2	،	،	،	،	Si	علامت	
3	عبدالناصر	عبدالناصر	عبدالناصر	عبدالناصر	N3	اسم خاص اشخاص	
4	همتی	همتی|همت|تی	همت	همتی|همت + ی|هم + تی	N4|N1+O|O+N1	اسم فامیل|اسم + ی|هم + اسم	
5	،	،	،	،	Si	علامت	
6	رئیس‌کل	رییس‌کل	رئیس‌کل	رییس‌کل	N1	اسم	
7	بانک	بانک	بانک	بانک	N1	اسم	
8	مرکزی	مرکزی|مرکز	مرکزی	مرکزی|مرکز + ی	A0|N1+O	صفت|اسم + ی	
9	ایران	ایران	ایران	ایران	N2	اسم خاص مکان	
10	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
11	تازه‌ترین	تازه|تاز	تازه	تازه + ترین|تاز + ه + ترین	A0+O|V1+O+O	صفت + علامت صفت تفضیلی|بن مضارع + ه + علامت صفت تفضیلی	
12	واکنش	واکنش	واکنش	واکنش	N1	اسم	
13	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
14	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
15	موضوع	موضوع	موضوع	موضوع	N1	اسم	
16	گفته_است	گفته_است	گفت	گفته_است	O	_
17	جزئیات	جزئیات|جزئی	جزئیات	جزئیات|جزئی + ات	N1|A0+Pl	اسم|صفت + علامت جمع	
18	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
19	نحوه	نحوه|نحوه|نحو	نحوه	نحوه|نحوه|نحو + ه	N1|N9|N1+O	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم + ه	
20	استفاده	استفاده	استفاده	استفاده	N1	اسم	
21	از	از	از	از	Pr	حرف اضافه	
22	کانال	کانال	کانال	کانال	N1	اسم	
23	ویژه	ویژه	ویژه	ویژه	A0	صفت	
24	مالی	مالی|مال|مال	مالی	مالی|مال + ی|مال + ی	A0|V+O|N1+O	صفت|فعل مضارع ساده+دوم شخص مفرد|اسم + ی	
25	اروپا	اروپا	اروپا	اروپا	N2	اسم خاص مکان	
26	هفته	هفته	هفته	هفته	N1	اسم	
27	آینده	آینده	آینده	آینده	N1	اسم	
28	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
29	جریان	جریان|جری|جر|جر	جریان	جریان|جری + ان|جر + ی + ان|جر + ی + ان	N1|A0+O|N1+O+O|N1+O+O	اسم|صفت + ان|اسم + ی + ان|اسم + ی + ان	
30	یک	یک	یک	یک	O	عدد حرفی	
31	نشست	نشست|نشست|شست	نشست	نشست|نشست|ن + شست	V+O|N1|V+O	فعل ماضی ساده+سوم شخص مفرد|اسم|فعل ماضی ساده منفی+سوم شخص مفرد	
32	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
33	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
34	شهر	شهر	شهر	شهر	N1	اسم	
35	بروکسل	بروکسل	بروکسل	بروکسل	N2	اسم خاص مکان	
36	بلژیک	بلژیک	بلژیک	بلژیک	N2	اسم خاص مکان	
37	،	،	،	،	Si	علامت	
38	مقر	مقر|مقر|مقر	مقر	مقر|مقر|مقر	N1|N1|A0	اسم|اسم|صفت	
39	اتحادیه	اتحادیه|اتحاد	اتحادیه	اتحادیه|اتحاد + یه	N1|N1+O	اسم|اسم + یه	
40	اروپا	اروپا	اروپا	اروپا	N2	اسم خاص مکان	
41	برگزار	برگزار|برگ	برگزار	برگزار|برگ + زار	A0|N1+O	صفت|اسم + زار	
42	می‌شود	شو	شد	می + شو + د	V+O	فعل حال اخباری+سوم شخص مفرد	
43	،	،	،	،	Si	علامت	
44	نهایی	نهایی|نه|نه	نهایی	نهایی|نه + ا + یی|نه + ا + یی	A0|O+O+O|N1+O+O	صفت|ریشه مضارع + ا + یی|اسم + ا + یی	
45	خواهد_شد	_شد	شد	_شد	O	_
46	.	.	.	.	Si	علامت	

0	او	او|او	او	او|او	N5|Ab	ضمیر فاعلی|اختصارات	
1	وعده	وعده	وعده	وعده	N1	اسم	
2	داده	داده|داد|داد	داده	داده|داد + ه|داد + ه	N1|O+O|N1+O	اسم|ریشه ماضی + ه|اسم + ه	
3	جزئیات	جزئیات|جزئی	جزئیات	جزئیات|جزئی + ات	N1|A0+Pl	اسم|صفت + علامت جمع	
4	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
5	کانال	کانال	کانال	کانال	N1	اسم	
6	ضد‌تحریم	ضد تحریم	ضد‌تحریم	ضد تحریم	O	_
7	به‌زودی	به‌زودی|زودی|زود	به‌زودی	به‌زودی|به + زودی|به + زود + ی	Ad|O+N1|O+A0+O	قید|به + اسم|به + صفت + ی	
8	اعلام	اعلام|اعلام	اعلام	اعلام|اعلام	N1|N1	اسم|اسم	
9	خواهد_شد	_شد	شد	_شد	O	_
10	.	.	.	.	Si	علامت	

0	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
1	گفته	گفته|گفته|گفت|گفت	گفته	گفته|گفته|گفت + ه|گفت + ه	A0|N9|O+O|N1+O	صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|ریشه ماضی + ه|اسم + ه	
2	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
3	مقام	مقام	مقام	مقام	N1	اسم	
4	ارشد	ارشد	ارشد	ارشد	A0	صفت	
5	بانک	بانک	بانک	بانک	N1	اسم	
6	مرکزی	مرکزی|مرکز	مرکزی	مرکزی|مرکز + ی	A0|N1+O	صفت|اسم + ی	
7	،	،	،	،	Si	علامت	
8	جزئیات	جزئیات|جزئی	جزئیات	جزئیات|جزئی + ات	N1|A0+Pl	اسم|صفت + علامت جمع	
9	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
10	کانال	کانال	کانال	کانال	N1	اسم	
11	هفته	هفته	هفته	هفته	N1	اسم	
12	آینده	آینده	آینده	آینده	N1	اسم	
13	بین	بین|بین|بین|ین	بین	بین|بین|بین|ب + ین	V|A0|N9|O+N1	فعل امر مثبت|صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|ب + اسم	
14	ایران	ایران	ایران	ایران	N2	اسم خاص مکان	
15	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
16	اروپا	اروپا	اروپا	اروپا	N2	اسم خاص مکان	
17	مورد	مورد|مورد|مورد	مورد	مورد|مورد|مورد	N1|N9|N1	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم	
18	بررسی	بررسی|بررس	بررسی	بررسی|بررس + ی	N1|N1+O	اسم|اسم + ی	
19	نهایی	نهایی|نه|نه	نهایی	نهایی|نه + ا + یی|نه + ا + یی	A0|O+O+O|N1+O+O	صفت|ریشه مضارع + ا + یی|اسم + ا + یی	
20	قرار	قرار|قرار	قرار	قرار|قرار	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
21	می‌گیرد	گیر	گرفت	می + گیر + د	V+O	فعل حال اخباری+سوم شخص مفرد	
22	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
23	هدف	هدف	هدف	هدف	N1	اسم	
24	نخست	نخست|خست|نخ	نخست	نخست|ن + خست|نخ + ست	A0|V+O|N1+O	صفت|فعل ماضی ساده منفی+سوم شخص مفرد|اسم + ضمیر ملکی سوم شخص مفرد	
25	آن	ان	آن	ان	Ab	اختصارات	
26	رفع	رفع	رفع	رفع	N1	اسم	
27	مشکلات	مشکل	مشکلات	مشکل + ات	N1+Pl	اسم + علامت جمع	
28	مربوط	مربوط	مربوط	مربوط	A0	صفت	
29	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
30	انجام	انجام|انجام	انجام	انجام|انجام	N1|V	اسم|فعل امر مثبت	
31	پرداخت‌های	پرداخت	پرداخت	پرداخت + ها + ی	N1+Pl+O	اسم + علامت جمع + ی	
32	مالی	مالی|مال|مال	مالی	مالی|مال + ی|مال + ی	A0|V+O|N1+O	صفت|فعل مضارع ساده+دوم شخص مفرد|اسم + ی	
33	است	است|اس		است|اس + ت	V+O|N1+O	فعل مضارع ساده+سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
34	.	.	.	.	Si	علامت	

0	او	او|او	او	او|او	N5|Ab	ضمیر فاعلی|اختصارات	
1	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
2	صفحه	صفحه	صفحه	صفحه	N1	اسم	
3	اینستاگرام	اینستاگرام	اینستاگرام	اینستاگرام	O	_
4	خود	خود|خود	خود	خود|خود	O|N1	ضمیر مشترک/متقابل|اسم	
5	نوشته_است	نوشته_است	نوشت	نوشته_است	O	_
6	:	:	:	:	Si	علامت	
7	کانال	کانال	کانال	کانال	N1	اسم	
8	ویژه	ویژه	ویژه	ویژه	A0	صفت	
9	مالی	مالی|مال|مال	مالی	مالی|مال + ی|مال + ی	A0|V+O|N1+O	صفت|فعل مضارع ساده+دوم شخص مفرد|اسم + ی	
10	اروپا	اروپا	اروپا	اروپا	N2	اسم خاص مکان	
11	،	،	،	،	Si	علامت	
12	نقش	نقش|نق	نقش	نقش|نق + ش	N1|N1+O	اسم|اسم + ضمیر ملکی سوم شخص مفرد	
13	نوعی	نوعی|نوع	نوع	نوعی|نوع + ی	A0|N1+O	صفت|اسم + ی	
14	پیمان	پیمان|پیمان|پی	پیمان	پیمان|پیمان|پی + مان	N3|N1|N1+O	اسم خاص اشخاص|اسم|اسم + ضمیر ملکی اول شخص جمع	
15	پولی	پولی|پول	پول	پولی|پول + ی	A0|N1+O	صفت|اسم + ی	
16	دوجانبه	دوجانبه	دوجانبه	دوجانبه	A0	صفت	
17	میان	میان|می|می	میان	میان|می + ان|می + ان	N1|N1+O|N1+O	اسم|اسم + ان|اسم + ان	
18	ایران	ایران	ایران	ایران	N2	اسم خاص مکان	
19	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
20	اتحادیه	اتحادیه|اتحاد	اتحادیه	اتحادیه|اتحاد + یه	N1|N1+O	اسم|اسم + یه	
21	اروپا	اروپا	اروپا	اروپا	N2	اسم خاص مکان	
22	را	را	را	را	Po	حرف اضافه پسین	
23	ایفا	ایفا	ایفا	ایفا	N1	اسم	
24	خواهد_کرد	_کرد	کرد	_کرد	O	_
25	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
26	هر	هر	هر	هر	A1	صفت اشاره	
27	دو	دو|دو|دو	دو	دو|دو|دو	O|V|N1	عدد حرفی|فعل امر مثبت|اسم	
28	طرف	طرف	طرف	طرف	N1	اسم	
29	بر	بر|بر|بر|بر	بر	بر|بر|بر|بر	Pr|V|VPr|N1	حرف اضافه|فعل امر مثبت|پیشوند فعل|اسم	
30	تسریع	تسریع	تسریع	تسریع	N1	اسم	
31	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
32	عملیاتی	عملیاتی|عملیات|عملی	عملیاتی	عملیاتی|عملیات + ی|عملی + ات + ی	A0|N1+O|A0+Pl+O	صفت|اسم + ی|صفت + علامت جمع + ی	
33	شدن	شد	شدن	شد + ن	V3+O	فعل اسنادی + ن	
34	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
35	فرایند	فرایند	فرایند	فرایند	N1	اسم	
36	تأکید	تأکید	تأکید	تأکید	N1	اسم	
37	دارند	دار|دار|دار	داشت	دار + ند|دار + ند|دار + ند	V+O|N1+V|V5+V	فعل مضارع ساده+سوم شخص جمع|اسم + فعل سوم شخص جمع|فعل کمکی + فعل سوم شخص جمع	
38	.	.	.	.	Si	علامت	

0	پیش‌تر	پیشتر|پیش	پیش	پیشتر|پیش + تر	A0|A0+O	صفت|صفت + علامت صفت تفضیلی	
1	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
2	هفته	هفته	هفته	هفته	N1	اسم	
3	نخست	نخست|خست|نخ	نخست	نخست|ن + خست|نخ + ست	A0|V+O|N1+O	صفت|فعل ماضی ساده منفی+سوم شخص مفرد|اسم + ضمیر ملکی سوم شخص مفرد	
4	مهرماه	مهرماه	مهرماه	مهرماه	N1	اسم	
5	فدریکا	فدریکا	فدریکا	فدریکا	O	_
6	موگرینی	مو|مو	موگرینی	مو + گری + نی|مو + گری + نی	V1+O+O|N1+O+O	بن مضارع + گری + نی|اسم + گری + نی	
7	،	،	،	،	Si	علامت	
8	مسئول	مسی|مس	مسئول	مسی + ول|مس + ی + ول	A0+O|N1+O+O	صفت + ول|اسم + ی + ول	
9	سیاست	سیاست|سیاس	سیاست	سیاست|سیاس	N1|A0	اسم|صفت	
10	خارجی	خارجی|خارج	خارج	خارجی|خارج + ی	N1|N1+O	اسم|اسم + ی	
11	اتحادیه	اتحادیه|اتحاد	اتحادیه	اتحادیه|اتحاد + یه	N1|N1+O	اسم|اسم + یه	
12	اروپا	اروپا	اروپا	اروپا	N2	اسم خاص مکان	
13	،	،	،	،	Si	علامت	
14	قول	قول	قول	قول	N1	اسم	
15	داده_بود	داده_بود	داد	داده_بود	O	_
16	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
17	کانال	کانال	کانال	کانال	N1	اسم	
18	ویژه	ویژه	ویژه	ویژه	A0	صفت	
19	مالی	مالی|مال|مال	مالی	مالی|مال + ی|مال + ی	A0|V+O|N1+O	صفت|فعل مضارع ساده+دوم شخص مفرد|اسم + ی	
20	اروپا	اروپا	اروپا	اروپا	N2	اسم خاص مکان	
21	تا	تا|تا|تا	تا	تا|تا|تا	Pr|C0|Ab	حرف اضافه|حرف ربط|اختصارات	
22	قبل	قبل|قبل|قبل	قبل	قبل|قبل|قبل	Ad|N9|N1	قید|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم	
23	از	از	از	از	Pr	حرف اضافه	
24	۱۰	۱۰	۱۰	۱۰	Nu	عدد رقمی	
25	آبان	اب	آبان	اب + ان	N1+O	اسم + ان	
26	یعنی	یعنی	یعنی	یعنی	C0	حرف ربط	
27	چند	چند	چند	چند	NA	ضمیر پرسشی	
28	روز	روز	روز	روز	N1	اسم	
29	مانده	مانده|ماند|مان	مانده	مانده|ماند + ه|مان + د + ه	A0|O+O|V1+O+O	صفت|ریشه ماضی + ه|بن مضارع + د + ه	
30	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
31	اعمال	اعمال|عمل	اعمال	اعمال|عمل	N1|O	اسم|اسم مفرد جمع مکسر	
32	مرحله	مرحله	مرحله	مرحله	N1	اسم	
